image;path.tif;folder;subfolder;ext;fileName.tif;specimenNR.tif;formation;path.txt;InstructName;SemVersion;SDMVersion;SerialNumber;DataNumber;SampleName;Format;ImageName;Directory;Date;Time;Media;DataSize;PixelSize;SignalName;DisplaySignalName;SEDetSetting;AcceleratingVoltage;DecelerationVoltage;DecelerationMode;Magnification;WorkingDistance;EmissionCurrent;PhotoSize;MagnificationDisplay;Vacuum;MicronMarker;SubMagnification;SubSignalName;SpecimenBias;Condencer1;ScanSpeed;CaptureSpeed_Integration;CalibrationScanSpeed;ImgEnhance;ColorMode;ColorPalette;ScreenMode;Comment;KeyWord1;KeyWord2;Condition;DataDisplayCombine;StageType;StagePositionX;StagePositionY;StagePositionR;StagePositionZ;StagePositionT;FocusDepth;DynamicFocus;TiltCompensation;ImageShiftX;ImageShiftY;RasterRotation;MagneticSample;UserName;Vacc;Mag;WD;LensMode;fileName.txt;specimenNR.txt;ImageNameCheck;AV.fileName;mag.fileName;magCheck;AVCheck
178_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/178_CV_2_10v_x30_BSE.tif;Stegs;NONE;tif;178_CV_2_10v_x30_BSE.tif;178CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/178_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;178_CV_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/12/2018;09:56:58;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6095.22 um;58000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.1mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;30.8;NA;***;10.0kV;x30;6.1mm;4;178_CV_2_10v_x30_BSE.txt;178CV;TRUE;10;30;TRUE;TRUE
179_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/179_CV_1_10v_x30_BSE.tif;Stegs;NONE;tif;179_CV_1_10v_x30_BSE.tif;179CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/179_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;179_CV_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/06/2018;13:16:31;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6263.36 um;58000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-149.4;NA;***;10.0kV;x30;6.3mm;4;179_CV_1_10v_x30_BSE.txt;179CV;TRUE;10;30;TRUE;TRUE
179_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/179_CV_2_10v_x30_BSE.tif;Stegs;NONE;tif;179_CV_2_10v_x30_BSE.tif;179CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/179_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;179_CV_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/06/2018;13:19:31;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6020.28 um;58000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.0mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;102.1;NA;***;10.0kV;x30;6.0mm;4;179_CV_2_10v_x30_BSE.txt;179CV;TRUE;10;30;TRUE;TRUE
181_CC_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/181_CC_1_10v_x30_BSE.tif;Stegs;NONE;tif;181_CC_1_10v_x30_BSE.tif;181CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/181_CC_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;181_CC_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/06/2018;13:04:41;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6105.62 um;58000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.1mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-57.4;NA;***;10.0kV;x30;6.1mm;4;181_CC_1_10v_x30_BSE.txt;181CC;TRUE;10;30;TRUE;TRUE
181_CC_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/181_CC_2_10v_x30_BSE.tif;Stegs;NONE;tif;181_CC_2_10v_x30_BSE.tif;181CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/181_CC_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;181_CC_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/06/2018;13:07:11;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6055.8 um;58000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.1mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-60.9;NA;***;10.0kV;x30;6.1mm;4;181_CC_2_10v_x30_BSE.txt;181CC;TRUE;10;30;TRUE;TRUE
182_CC_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/182_CC_1_10v_x30_BSE.tif;Stegs;NONE;tif;182_CC_1_10v_x30_BSE.tif;182CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/182_CC_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;182_CC_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;10:01:41;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6924.79 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.9mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-91.8;NA;***;10.0kV;x30;6.9mm;4;182_CC_1_10v_x30_BSE.txt;182CC;TRUE;10;30;TRUE;TRUE
182_CC_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/182_CC_2_10v_x30_BSE.tif;Stegs;NONE;tif;182_CC_2_10v_x30_BSE.tif;182CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/182_CC_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;182_CC_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;10:04:41;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6537.12 um;56000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.5mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-91.8;NA;***;10.0kV;x30;6.5mm;4;182_CC_2_10v_x30_BSE.txt;182CC;TRUE;10;30;TRUE;TRUE
183_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/183_CV_1_10v_x30_BSE.tif;Stegs;NONE;tif;183_CV_1_10v_x30_BSE.tif;183CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/183_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;183_CV_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;09:26:21;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;8483.92 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 8.5mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-54.7;NA;***;10.0kV;x30;8.5mm;4;183_CV_1_10v_x30_BSE.txt;183CV;TRUE;10;30;TRUE;TRUE
183_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/183_CV_2_10v_x30_BSE.tif;Stegs;NONE;tif;183_CV_2_10v_x30_BSE.tif;183CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/183_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;183_CV_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;09:28:41;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;8338.16 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 8.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-77.5;NA;***;10.0kV;x30;8.3mm;4;183_CV_2_10v_x30_BSE.txt;183CV;TRUE;10;30;TRUE;TRUE
184_CC_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/184_CC_1_10v_x30_BSE.tif;Stegs;NONE;tif;184_CC_1_10v_x30_BSE.tif;184CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/184_CC_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;184_CC_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;09:38:31;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6558.45 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.6mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;49.3;NA;***;10.0kV;x30;6.6mm;4;184_CC_1_10v_x30_BSE.txt;184CC;TRUE;10;30;TRUE;TRUE
184_CC_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/184_CC_2_10v_x30_BSE.tif;Stegs;NONE;tif;184_CC_2_10v_x30_BSE.tif;184CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/184_CC_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;184_CC_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;09:41:01;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6374.69 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.4mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-31.8;NA;***;10.0kV;x30;6.4mm;4;184_CC_2_10v_x30_BSE.txt;184CC;TRUE;10;30;TRUE;TRUE
185_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/185_CV_1_10v_x30_BSE.tif;Stegs;NONE;tif;185_CV_1_10v_x30_BSE.tif;185CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/185_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;185_CV_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;09:48:51;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6461.19 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.5mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-120.4;NA;***;10.0kV;x30;6.5mm;4;185_CV_1_10v_x30_BSE.txt;185CV;TRUE;10;30;TRUE;TRUE
185_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/185_CV_2_10v_x30_BSE.tif;Stegs;NONE;tif;185_CV_2_10v_x30_BSE.tif;185CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/185_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;185_CV_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;09:52:41;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6472.3 um;56000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.5mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-91.8;NA;***;10.0kV;x30;6.5mm;4;185_CV_2_10v_x30_BSE.txt;185CV;TRUE;10;30;TRUE;TRUE
186_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/186_CV_1_10v_x30_BSE.tif;Stegs;NONE;tif;186_CV_1_10v_x30_BSE.tif;186CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/186_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;186_CV_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;10:12:21;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;8176.74 um;57000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 8.2mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;29.7;NA;***;10.0kV;x30;8.2mm;4;186_CV_1_10v_x30_BSE.txt;186CV;TRUE;10;30;TRUE;TRUE
186_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/186_CV_2_10v_x30_BSE.tif;Stegs;NONE;tif;186_CV_2_10v_x30_BSE.tif;186CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/186_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;186_CV_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/26/2018;10:14:51;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;8640.2 um;56000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 8.6mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;19.7;NA;***;10.0kV;x30;8.6mm;4;186_CV_2_10v_x30_BSE.txt;186CV;TRUE;10;30;TRUE;TRUE
187_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/187_CV_1_10v_x30_BSE.tif;Stegs;NONE;tif;187_CV_1_10v_x30_BSE.tif;187CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/187_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;187_CV_1_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/23/2018;12:48:01;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6931.21 um;56000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 6.9mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-172.6;NA;***;10.0kV;x30;6.9mm;4;187_CV_1_10v_x30_BSE.txt;187CV;TRUE;10;30;TRUE;TRUE
187_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/187_CV_2_10v_x30_BSE.tif;Stegs;NONE;tif;187_CV_2_10v_x30_BSE.tif;187CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/187_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;187_CV_2_10v_x30_BSE.tif;C:\Stegs\Mali SEM\;02/23/2018;12:54:21;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;7008.77 um;56000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;LHL.122.BLEED.103;NA;NA;Vacc 10.0kV Mag x30 WD 7.0mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-84.4;NA;***;10.0kV;x30;7.0mm;4;187_CV_2_10v_x30_BSE.txt;187CV;TRUE;10;30;TRUE;TRUE
188_CV_1_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/188_CV_1_15v_x30_BSE.tif;Stegs;NONE;tif;188_CV_1_15v_x30_BSE.tif;188CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/188_CV_1_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;224_CV_1_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/24/2018;09:48:44;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6888.23 um;52000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x30 WD 6.9mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;180;NA;***;15.0kV;x30;6.9mm;3;188_CV_1_15v_x30_BSE.txt;188CV;FALSE;15;30;TRUE;TRUE
188_CV_2_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/188_CV_2_15v_x30_BSE.tif;Stegs;NONE;tif;188_CV_2_15v_x30_BSE.tif;188CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/188_CV_2_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;224_CV_2_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/24/2018;10:00:14;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6360.8 um;51000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x30 WD 6.4mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-122.8;NA;***;15.0kV;x30;6.4mm;3;188_CV_2_15v_x30_BSE.txt;188CV;FALSE;15;30;TRUE;TRUE
189_CC_1_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/189_CC_1_15v_x30_BSE.tif;Stegs;NONE;tif;189_CC_1_15v_x30_BSE.tif;189CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/189_CC_1_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;189_CC_1_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/24/2018;10:11:44;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;7193.11 um;52000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x30 WD 7.2mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;46.3;NA;***;15.0kV;x30;7.2mm;3;189_CC_1_15v_x30_BSE.txt;189CC;TRUE;15;30;TRUE;TRUE
189_CC_2_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/189_CC_2_15v_x30_BSE.tif;Stegs;NONE;tif;189_CC_2_15v_x30_BSE.tif;189CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/189_CC_2_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;189_CC_2_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/24/2018;10:17:24;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;7091.97 um;51000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x30 WD 7.1mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;46.3;NA;***;15.0kV;x30;7.1mm;3;189_CC_2_15v_x30_BSE.txt;189CC;TRUE;15;30;TRUE;TRUE
190_CV_1_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/190_CV_1_15v_x30_BSE.tif;Stegs;NONE;tif;190_CV_1_15v_x30_BSE.tif;190CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/190_CV_1_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;190_CV_1_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/22/2018;11:14:31;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6184.5 um;52000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x30 WD 6.2mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;172.9;NA;***;15.0kV;x30;6.2mm;3;190_CV_1_15v_x30_BSE.txt;190CV;TRUE;15;30;TRUE;TRUE
190_CV_2_15v_x35_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/190_CV_2_15v_x35_BSE.tif;Stegs;NONE;tif;190_CV_2_15v_x35_BSE.tif;190CV;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/190_CV_2_15v_x35_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;190_CV_2_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/22/2018;11:23:31;HD[Windows];2560x1920;1417.411;BSE;BSE;NA;15000 Volt;0 Volt;NA;35;5806.03 um;51000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x35 WD 5.8mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;56.6;NA;***;15.0kV;x35;5.8mm;3;190_CV_2_15v_x35_BSE.txt;190CV;FALSE;15;35;TRUE;TRUE
191_CC_1_15v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/191_CC_1_15v_x30_BSE.tif;Stegs;NONE;tif;191_CC_1_15v_x30_BSE.tif;191CC;NKBS;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/191_CC_1_15v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;191_CC_1_15v_x30_BSE.tif;C:\Stegs\Mali SEM\;01/22/2018;10:52:50;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;15000 Volt;0 Volt;NA;30;6871.44 um;52000 nA;1000;0;30;1000000;0;NA;0 V;9230;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;NA;NA;NA;Vacc 15.0kV Mag x30 WD 6.9mm LensMode 3;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;95.4;NA;***;15.0kV;x30;6.9mm;3;191_CC_1_15v_x30_BSE.txt;191CC;TRUE;15;30;TRUE;TRUE
